word,translated,gematria_sum
ᚹᛝᛋ,WINGS,151
ᛏᚱᛖᛗᛒᛚᛝ,TREMBLING,421
ᚻᚢᛗᚪᚾ,HUMAN,223
ᛏᚱᚢᛗᛈᛖᛏ,TRUMPET,313
ᚷᚱᚩᛞᚾᚪ,GRODNA,250
ᛞᛠᚠᛖᚾᛞ,DEAFEND,385
ᛞᛁᛖ,DIE,187
ᛞᛖᚢᚩᚢᚱᛝ,DEUOURING,259
ᚷᚱᚩᚪᚾᛋ,GROANS,214
ᛋᛚᛁᛗᛖ,SLIME,295
ᚪᛝᚢᛁᛋᚻ,AINGUISH,286
ᛒᚱᚪᚾᚳᚻᛝ,BRANKHING,313
ᚷᚱᛠᛏ,GREAT,196
ᛚᚪᛒᚩᚢᚱᛝ,LABOURING,331
ᛚᚪᚳᛖ,LAKE,250
ᚱᚩᚪᚱᛝ,ROARING,205
ᛚᚩᛋ,LOS,133
ᚠᚱᚩᛋᛖᚾ,FROSEN,169
ᛚᚣᛗᛈᚻ,LYMPH,313
ᚹᚪᛏᚳᚻᛖᛋ,WATKHES,331
ᚹᚱᛖᚾᚳᚻᛝ,WRENKHING,241
ᛖᛏᛖᚱᚾᚪᛚ,ETERNAL,403
ᚹᚪᛋᛏᛖ,WASTE,295
ᛗᚪᚾᚾᛖᚱ,MANNER,304
ᚠᚩᛚᛞᛝ,FOLDING,250
ᛖᛝᛚᚩᛒᛞ,EINGLOBD,376
ᚹᚪᛋ,WAS,169
ᚩᚢᛖᚱ,OUER,88
ᛗᚩᛗᛖᚾᛏ,MOMENT,304
ᛗᛖᚱᚳᛁᛚᛖᛋᛋ,MERKILESS,439
ᛒᚩᚩᚳ,BOOK,88
ᚱᚩᚳᚳᛋ,ROKKS,97
ᚹᚻᛖᚱᛖ,WHERE,187
ᚹᛁᛚᛚ,WILL,196
ᚩᚱᛒ,ORB,79
ᚠᛁᛚᛚᛞ,FILLD,268
ᛞᚱᛠᛗᚠᚢᛚ,DREAMFUL,358
ᛞᚱᚪᚹᛝ,DRAWING,295
ᛞᚪᚱᚳᚾᛖᛋᛋ,DARKNESS,412
ᛞᚩᛚᚩᚱᚩᚢᛋ,DOLOROUS,250
ᚩ,O,7
ᛞᚢᛝᛇᚾ,DUINGEON,241
ᚹᛁᚦᛁᚾ,WITHIN,115
ᚱᛁᚠᛏᛖᛞ,RIFTED,259
ᚠᚩᚱᚦ,FORTH,25
ᚠᚩᚱᚷᛁᚢᛖᚾᛖᛋᛋ,FORGIUENESS,340
ᚹᛁᚦᚩᚢᛏ,WITHOUT,124
ᛚᛁᚢᛞ,LIUD,196
ᚪᚱᛗᛋ,ARMS,232
ᚪᛒᚣᛋᛋ,ABYSS,367
ᛋᛖᛖ,SEE,187
ᛁᚾᚳᛚᚩᛋᛞ,INKLOSD,295
ᛏᛖᚾᛏ,TENT,214
ᛋᛏᚪᛏᚢᚱᛖ,STATURE,349
ᛈᛁᛏᚳᚻ,PITKH,169
ᛈᛁᛏ,PIT,133
ᚳᚩᛗᛒᚢᛋᛏᛡᚾ,KOMBUSTIAN,403
ᛈᚩᛁᛋᚩᚾᛋ,POISONS,223
ᛋᚩᚱᚱᚩᚹᛝ,SORROWING,187
ᚾᛖᚳᛖᛋᛋᛁᛏᚣ,NEKESSITY,475
ᚻᚪᛗᛗᛖᚱ,HAMMER,340
ᛋᛈᛁᚾᛖ,SPINE,223
ᚢᚪᛁᚾ,UAIN,160
ᛋᚩᚾᛋ,SONS,142
ᛋᚪᚹ,SAW,169
ᚦᚢᛋ,THUS,61
ᛋᚢᚳᚳᛖᛖᛞᛋ,SUKKEEDS,358
ᚻᛠᚱᛞ,HEARD,232
ᚳᚢᚱᛋᛞ,KURSD,169
ᛈᚱᚢᛞᛖᚾᚳᛖ,PRUDENKE,322
ᚻᛠᚢᛝ,HEAUING,214
ᚳᚩᚾᚠᛁᚾᛖ,KONFINE,178
ᛋᚻᚩᛏ,SHOT,142
ᛋᛁᚳᚳᛖᚾᛞ,SIKKEND,295
ᛄᛠᛚᚩᚢᛋᚣ,JEALOUSY,385
ᚢᚪᛞᚱᚪᚾᛏ,UADRANT,385
ᚣᚩᚢᚱ,YOUR,124
ᚾᚪᛗᛞ,NAMD,286
ᚳᚪᛚᛚᛖᛞ,KALLED,412
ᛋᚻᚱᛁᚾᚳ,SHRINK,160
ᚢᛁᛋᚪᚷᛖ,UISAGE,268
ᚪ,A,97
ᚳᚩᛗᛈᚪᛋᛋᛖᛋ,KOMPASSES,457
ᚾᛖᚹ,NEW,115
ᛈᛠᚳᛖ,PEAKE,232
ᛈᛚᚪᚾᛏᛖᛞ,PLANTED,457
ᛈᛖᚱᚢᛖᚱᛋᛖ,PERUERSE,322
ᛋᛖᚳᚱᛖᛋᚣ,SEKRESY,367
ᛋᛖᚾᛋᛖᛋ,SENSES,322
ᚢᚾᛒᛠᚱᚪᛒᛚᛖ,UNBEARABLE,511
ᛁᚾᚻᚪᛒᛁᛏ,INHABIT,331
ᚾᚩᚱᚦ,NORTH,52
ᚻᚩᚪᚱᚣ,HOARY,241
ᚦᚱᚩᛒᛒᛝᛋ,THROBBINGS,277
ᚻᚩᚱᚱᚩᚱ,HORROR,70
ᛋᛏᚪᛗᛈᛞ,STAMPD,412
ᚱᛖᛗᚪᛁᚾᛝ,REMAINING,385
ᛋᛏᚱᚢᚷᛚᛝ,STRUGLING,295
ᚱᛖᛋᛁᛋᛏᛚᛖᛋᛋ,RESISTLESS,520
ᛈᛖᚾᛞᚢᛚᚩᚢᛋ,PENDULOUS,367
ᚢᛁᛋᛡᚾ,UISIAN,223
ᛈᛖᚱᛏᚢᚱᛒᚪᛏᛡᚾ,PERTURBATIAN,547
ᚻᛠᚢᛞ,HEAUD,224
ᚢᚾᛞᛁᚢᛁᛞᛖᛞ,UNDIUIDED,431
ᛖᚾᛞᛖᛞ,ENDED,341
ᛋᚻᚩᚱᛖ,SHORE,161
ᛖᚾᚱᚪᚷᛖᛞ,ENRAGED,377
ᛖᚾᛞᛚᛖᛋᛋ,ENDLESS,431
ᚠᚩᚱᚷᛝ,FORGING,116
ᛚᚪᚹᛋ,LAWS,242
ᛖᛉᚳᛖᛈᛏ,EXKEPT,296
ᚠᚱᛁᚷᚻᛏ,FRIGHT,143
ᚠᚱᛁᚷᚻᛏᚾᛝ,FRIGHTNING,251
ᚱᚩᚳᚳ,ROKK,44
ᚹᚩᚱᛗᛋ,WORMS,161
ᛖᚢᛖᚱᚣ,EUERY,251
ᛚᚪᛒᚩᚢᚱᛋ,LABOURS,305
ᚾᛁᛏᚱᛖ,NITRE,197
ᛋᚻᚪᛞᚩᚹᛋ,SHADOWS,341
ᚳᚻᚪᛝᛖᛋ,KHAINGES,332
ᚦᚪᛏ,THAT,161
ᛈᛖᚱᛈᛚᛖᛉᛞ,PERPLEXD,440
ᚦᚱᛟᛋ,THROES,152
ᚻᛠᚱ,HEAR,143
ᛗᛠᛋᚢᚱᛖ,MEASURE,314
ᛗᛁᛚᚳ,MILK,188
ᛋᚢᚾᚳ,SUNK,98
ᛗᚪᛋᛋᚣ,MASSY,377
ᛗᚪᚾᛋᛡᚾ,MANSIAN,386
ᚷᛚᚪᛋᛋᛖᛋ,GLASSES,413
ᛗᚪᚾ,MAN,197
ᛚᛖᛝᚦ,LEINGTH,224
ᚳᚾᚩᛏᛏᛖᛞ,KNOTTED,323
ᚷᛚᚩᛒᛖᛋ,GLOBES,278
ᛗᚩᚾᛋᛏᛖᚱᛋ,MONSTERS,350
ᛋᚩᚱᚱᚩᚹᛋ,SORROWS,161
ᚪᚠᚱᛁᚳᚪ,AFRIKA,251
ᛚᚩ,LO,80
ᚦᚱᚩᚪᛏ,THROAT,179
ᚹᚩᚢᛖᚾ,WOUEN,125
ᚱᚢᛋᚻᛞ,RUSHD,179
ᛋᚩᛒᛒᛝᛋ,SOBBINGS,314
ᚷᛚᚩᚩᛗᚣ,GLOOMY,278
ᚳᚩᛗᛗᚪᚾᛞ,KOMMAND,377
ᛋᛖᛏᛏᛚᛖᛞ,SETTLED,467
ᚢᚾᚠᚪᚦᚩᛗᚪᛒᛚᛖ,UNFATHOMABLE,512
ᚹᚩᚱᛞᛋ,WORDS,179
ᛚᛁᚳᛖᚾᛖᛋᛋ,LIKENESS,386
ᚹᚩᚩᚠ,WOOF,35
ᚠᚩᚩᛏᛋᛏᛖᛈᛋ,FOOTSTEPS,350
ᚠᚪᚳᛖ,FAKE,179
ᛒᛚᚪᛋᛖᛋ,BLASES,404
ᚾᛖᚦᛖᚱ,NETHER,179
ᚻᛖᚱᛒᛋ,HERBS,215
ᛞᛖᛚᛁᚷᚻᛏ,DELIGHT,359
ᚻᚪᚱᛞᛖᚾᛝ,HARDENING,395
ᚠᛚᚪᛗᛞ,FLAMD,332
ᚹᛖᛈᛏ,WEPT,188
ᚢᚩᛁᛞᚾᛖᛋᛋ,UOIDNESS,332
ᚹᛖᛁᚷᚻᛏᛋ,WEIGHTS,269
ᛁᚾᚳᛖᛋᛋᚪᚾᛏ,INKESSANT,431
ᚠᚢᚱᛡᚢᛋ,FURIAUS,179
ᛁᛏᛋ,ITS,143
ᚱᛖᛗᚪᛁᚾᛞ,REMAIND,395
ᛋᛏᚩᚾᚣ,STONY,251
ᛋᛏᚩᚩᛞ,STOOD,215
ᚹᛁᛞᛖ,WIDE,206
ᚻᚪᛝᛝ,HAINGING,278
ᛞᛖᛋᚩᛚᚪᛏᛖ,DESOLATE,512
ᛏᚹᛁᛋᛏᛖᛞ,TWISTED,377
ᚳᚪᛏᛏᛚᛖ,KATTLE,368
ᛋᛏᚱᚢᚳᚳ,STRUKK,152
ᚱᛖᛈᛖᛚᛚᛝ,REPELLING,413
ᛋᛖᛏ,SET,179
ᚪᚾᛞ,AND,215
ᛋᛖᛈᚪᚱᚪᛏᛖ,SEPARATE,494
ᛋᛖᚳᚱᛖᛏᛋ,SEKRETS,323
ᛠᚱᚦ,EARTH,125
ᛋᛠᛋ,SEAS,215
ᚩᛈᚱᛖᛋᛋᛞ,OPRESSD,323
ᚠᛖᛚᛚ,FELL,215
ᛋᛖᚢᛖᚾᚦ,SEUENTH,224
ᛞᛠᛞ,DEAD,287
ᚻᚩᛏ,HOT,89
ᛏᚩᚷᛖᚦᛖᚱ,TOGETHER,233
ᚳᛚᛠᚱ,KLEAR,206
ᛏᚩᛗᛒᛋ,TOMBS,251
ᛏᚩᛝᚢᛖ,TOINGUE,215
ᚻᚪᚦ,HATH,125
ᛏᚩᚱᚱᛖᚾᛏᛋ,TORRENTS,296
ᛋᛈᚱᛠᛞ,SPREAD,305
ᚻᚪᛁᛚ,HAIL,224
ᚷᚪᛚᛚ,GALL,260
ᚱᛁᚢᛖᛏᛋ,RIUETS,224
ᚠᛖᛗᚪᛚᛖ,FEMALE,377
ᛒᚱᛖᚦᚱᛖᚾ,BRETHREN,251
ᚦᛁᛋ,THIS,89
ᚻᛁᛞ,HID,143
ᛄᚪᚹᛋ,JAWS,206
ᚪᚱᛗ,ARM,179
ᚳᚱᚪᛋᚻ,KRASH,197
ᚳᚢᚱᛏᚪᛁᚾᛋ,KURTAINS,296
ᛒᛖᚠᚩᚱᛖ,BEFORE,215
ᚦᛖᛗ,THEM,143
ᛋᚻᛖ,SHE,143
ᛈᚩᚢᚱᛝ,POURING,143
ᛋᚻᛁᚾᛝ,SHINING,215
ᚦᛁᚳᚳ,THIKK,62
ᚩᛒᛋᚳᚢᚱᛖ,OBSKURE,215
ᚱᚪᚳᛖ,RAKE,188
ᚳᚪᚢᛖᛋ,KAUES,233
ᛋᚾᚩᚹᛋ,SNOWS,161
ᚳᛚᚩᚢᛞᛖᛞ,KLOUDED,341
ᛚᚪᛗᛖᚾᛏᛋ,LAMENTS,449
ᛒᚩᛞᚣ,BODY,260
ᚻᛁᛗ,HIM,125
ᚻᛁᛋ,HIS,107
ᚩᛞᚩᚢᚱᛋ,ODOURS,170
ᛞᛖᚠᚩᚱᛗᛁᛏᚣ,DEFORMITY,440
ᚩᚾ,ON,36
ᛞᛁᚱᛖ,DIRE,198
ᚦᚢᚾᛞᚱᛝ,THUNDRING,216
ᚩᛉ,OX,54
ᚪᛋᛏᚩᚾᛁᛋᚻᛞ,ASTONISHD,441
ᚷᛚᚩᛒᛖ,GLOBE,225
ᛁᚾᚳᚻᚪᛁᚾᛞ,INKHAIND,342
ᛞᚩᚹᚾ,DOWN,144
ᚠᚩᚱᛖᛋᛏᛋ,FORESTS,252
ᛈᚱᛁᛗᛖᚢᚪᛚ,PRIMEUAL,396
ᛈᚩᚢᚱᛞ,POURD,153
ᛞᚪᚣᛋ,DAYS,342
ᛞᛠᚦᚣ,DEATHY,306
ᛁᚾᛏᚩ,INTO,126
ᛞᛁᛋᛗᚪᛚ,DISMAL,414
ᚢᛏᛏᛖᚱᛞ,UTTERD,288
ᚠᚩᚱᛋᚪᚳᛖᚾ,FORSAKEN,279
ᚷᛁᚱᛞᛚᛖ,GIRDLE,288
ᚪᚾ,AN,126
ᛁᚾᚠᛁᚾᛁᛏᛖ,INFINITE,279
ᚾᛖᚱᚢᛖᛚᛖᛋᛋ,NERUELESS,423
ᛞᛖᚳᚪᚣ,DEKAY,369
ᛁᛏ,IT,90
ᚪᛏᛏᚱᚪᚳᛏᛡᚾ,ATTRAKTIAN,531
ᚪᛒᚩᛗᛁᚾᚪᛒᛚᛖ,ABOMINABLE,594
ᚦᚱᚩᚢᚷᚻᚩᚢᛏ,THROUGHOUT,135
ᚩᚱ,OR,18
ᛈᚱᚩᛈᚻᛖᛏᛁᚳ,PROPHETIK,297
ᚪᚾᚩᚦᛖᚱ,ANOTHER,216
ᛋᛖᛖᚾ,SEEN,216
ᛚᚪᛒᚩᚢᚱ,LABOUR,252
ᚹᛁᛋᛞᚩᛗ,WISDOM,270
ᚻᛁᛈᚩᚳᚱᛁᛋᚣ,HIPOKRISY,315
ᛋᛈᚱᚢᛝ,SPRUING,189
ᛒᚪᛚᚪᚾᚳᛞ,BALANKD,459
ᚱᛁᛋᛖ,RISE,162
ᛋᛁᛚᛖᚾᚳᛖ,SILENKE,333
ᚹᛁᚾᛏᚱᚣ,WINTRY,252
ᛒᚩᛋᚩᛗᛋ,BOSOMS,252
ᛒᛁᚱᚦ,BIRTH,108
ᚠᛁᛒᚱᛖᛋ,FIBRES,225
ᛋᚾᚩᚹ,SNOW,108
ᛒᛖᚾᛏ,BENT,216
ᛒᛖᛏᚹᛖᛖᚾ,BETWEEN,369
ᛋᚻᚱᛁᛖᚳ,SHRIEK,198
ᚱᚩᛚᛚᛝ,ROLLING,243
ᚳᚻᚪᛝᛖ,KHAINGE,279
ᚻᛖ,HE,90
ᚪᚳᚱᚩᛋᛋ,AKROSS,234
ᛒᚩᚱᚾ,BORN,108
ᚠᛚᚢᛁᛞ,FLUID,198
ᚻᚩᚢᛋᛖ,HOUSE,153
ᛋᛗᛁᛏᛏᛖᚾ,SMITTEN,369
ᛋᛖᚳᚱᛖᛏ,SEKRET,270
ᛋᛠ,SEA,162
ᚱᛖᛈᛖᛚᛚᛞ,REPELLD,423
ᚹᛠᚢᛖ,WEAUE,198
ᛏᚩᚱᛗᛖᚾᛏᛖᛞ,TORMENTED,459
ᛒᚩᚢᚾᛞ,BOUND,189
ᚦᛖ,THE,72
ᛏᚩᛝᛋ,TOINGS,198
ᚱᛖᛈᛏᛁᛚᛖ,REPTILE,351
ᛏᛁᚷᚻᛏᚾᛝ,TIGHTNING,297
ᚱᛖᚢᚩᛚᚢᛝ,REUOLUING,243
ᚹᛖᛁᚷᚻᛏ,WEIGHT,216
ᛋᛏᚪᚳᛖᛋ,STAKES,342
ᚱᛖᚠᚢᛋᛞ,REFUSD,225
ᛏᚩᛈᛋ,TOPS,162
ᛒᛚᛖᛋᛋᛞ,BLESSD,396
ᚹᚻᛁᚱᛚᚹᛁᚾᛞᛋ,WHIRLWINDS,378
ᚹᚻᚪᛏ,WHAT,198
ᛗᚪᚱᚱᚩᚹ,MARROW,216
ᚪᛚᛚ,ALL,243
ᚢᚾᛁᛏᚣ,UNITY,225
ᚹᚪᚢᛝ,WAUING,198
ᛗᚪᛞᚾᛖᛋᛋ,MADNESS,459
ᛗᛁᛋᚳᚻᛖᚢᚩᚢᛋ,MISKHEUOUS,324
ᚠᚩᛚᛚᚩᚹᛞ,FOLLOWD,270
ᛋᚢᛚᛈᚻᚢᚱᛇᚢᛋ,SULPHUREOUS,306
ᚢᚾᛈᚱᚩᛚᛁᚠᛁᚳ,UNPROLIFIK,243
ᛚᚩᚩᚳᛞ,LOOKD,189
ᛈᛚᚢᛗᛗᛖᛏ,PLUMMET,387
ᚾᚩᛁᛋᚩᛗ,NOISOM,198
ᚹᚩᚱᛚᛞᛋ,WORLDS,252
ᚩᚦᛖᚱ,OTHER,90
ᛚᚪᚹ,LAW,189
ᚹᚩᚱᛗ,WORM,108
ᚠᚩᚱᛗᛞ,FORMD,180
ᛋᚩᚢᚷᚻᛏ,SOUGHT,162
ᚹᚪᚾᛞᚱᛝ,WANDRING,324
ᚾᚩ,NO,36
ᚩᚠ,OF,9
ᛋᚻᚪᛞᚩᚹ,SHADOW,288
ᚠᚱᚪᛗᛞ,FRAMD,270
ᚳᚻᚪᛝᛠᛒᛚᛖ,KHAINGEABLE,522
ᛖᚾᛞᚢᚱᛞ,ENDURD,288
ᚹᚪᛏᛖᚱᛋ,WATERS,306
ᛖᛉᛈᛚᚩᚱᛖ,EXPLORE,315
ᛋᚪᛁᛞ,SAID,270
ᚪᚳᛏᛁᚢᛁᛏᚣ,AKTIUITY,396
ᚱᚩᚩᚠ,ROOF,27
ᚪᚷᛖᛋ,AGES,234
ᛋᚩᛗᛖ,SOME,198
ᛖᛞᛞᛁᛖᛋ,EDDIES,396
ᚪᚷᛖᛞ,AGED,270
ᚠᚪᛚᛚᛝ,FALLING,324
ᚠᚪᛋᛏᛖᚾᛞ,FASTEND,396
ᛋᚩᚱᚱᚩᚹ,SORROW,108
ᚠᚩᚱᛗᛋ,FORMS,144
ᚩᛒᛚᛁᛏᛖᚱᚪᛏᛖᛞ,OBLITERATED,621
